,kepid,koi_disposition
6111,9823487,CONFIRMED
6112,9823519,CONFIRMED
6113,9823564,FALSE POSITIVE
6114,9824805,CONFIRMED
6115,9824928,FALSE POSITIVE
6116,9825174,CONFIRMED
6117,9825625,CONFIRMED
6118,9826171,FALSE POSITIVE
6119,9826551,FALSE POSITIVE
6120,9827094,FALSE POSITIVE
6121,9827149,CONFIRMED
6122,9827596,FALSE POSITIVE
6123,9828127,CONFIRMED
6124,9832208,CONFIRMED
6126,9834040,CONFIRMED
6127,9834257,FALSE POSITIVE
6128,9834719,FALSE POSITIVE
6130,9836149,CONFIRMED
6132,9836959,CONFIRMED
6134,9837083,FALSE POSITIVE
6135,9837544,FALSE POSITIVE
6136,9837578,FALSE POSITIVE
6137,9837586,FALSE POSITIVE
6138,9837659,FALSE POSITIVE
6139,9837661,CONFIRMED
6140,9837685,CONFIRMED
6141,9837720,FALSE POSITIVE
6143,9838060,FALSE POSITIVE
6144,9838414,FALSE POSITIVE
6145,9838468,CONFIRMED
6146,9838537,FALSE POSITIVE
6148,9838608,FALSE POSITIVE
6149,9838761,FALSE POSITIVE
6150,9838804,FALSE POSITIVE
6151,9838949,CONFIRMED
6152,9838975,FALSE POSITIVE
6154,9839062,FALSE POSITIVE
6155,9839081,FALSE POSITIVE
6156,9839821,CONFIRMED
6157,9842890,FALSE POSITIVE
6158,9842906,FALSE POSITIVE
6159,9842937,FALSE POSITIVE
6161,9844088,CONFIRMED
6162,9845362,FALSE POSITIVE
6163,9845898,CONFIRMED
6165,9845931,FALSE POSITIVE
6166,9846086,FALSE POSITIVE
6168,9847239,FALSE POSITIVE
6169,9848420,FALSE POSITIVE
6170,9848760,FALSE POSITIVE
6171,9849884,FALSE POSITIVE
6172,9850387,FALSE POSITIVE
6173,9850843,FALSE POSITIVE
6174,9850893,FALSE POSITIVE
6175,9850912,FALSE POSITIVE
6176,9850957,FALSE POSITIVE
6177,9850966,FALSE POSITIVE
6178,9851123,FALSE POSITIVE
6179,9851126,FALSE POSITIVE
6180,9851142,FALSE POSITIVE
6181,9851226,FALSE POSITIVE
6182,9851271,FALSE POSITIVE
6183,9851360,FALSE POSITIVE
6185,9851662,CONFIRMED
6186,9851845,FALSE POSITIVE
6187,9851943,FALSE POSITIVE
6188,9851970,FALSE POSITIVE
6189,9851983,FALSE POSITIVE
6190,9852050,FALSE POSITIVE
6191,9872283,CONFIRMED
6193,9872831,CONFIRMED
6195,9873254,CONFIRMED
6196,9873604,FALSE POSITIVE
6197,9873759,FALSE POSITIVE
6198,9873869,FALSE POSITIVE
6199,9874581,FALSE POSITIVE
6200,9875101,FALSE POSITIVE
6201,9875711,CONFIRMED
6202,9880190,CONFIRMED
6203,9880467,FALSE POSITIVE
6204,9881077,CONFIRMED
6205,9881258,FALSE POSITIVE
6207,9881662,CONFIRMED
6209,9883606,CONFIRMED
6210,9884104,CONFIRMED
6211,9885417,CONFIRMED
6212,9886221,FALSE POSITIVE
6213,9886224,FALSE POSITIVE
6214,9886255,CONFIRMED
6215,9886361,CONFIRMED
6216,9886661,CONFIRMED
6217,9887224,FALSE POSITIVE
6218,9892471,FALSE POSITIVE
6219,9892816,CONFIRMED
6220,9892856,FALSE POSITIVE
6221,9893278,FALSE POSITIVE
6222,9893318,CONFIRMED
6224,9895004,FALSE POSITIVE
6225,9895006,CONFIRMED
6226,9895709,FALSE POSITIVE
6227,9896018,CONFIRMED
6228,9896435,FALSE POSITIVE
6229,9896438,FALSE POSITIVE
6230,9896558,CONFIRMED
6231,9897364,CONFIRMED
6232,9898017,CONFIRMED
6233,9898364,FALSE POSITIVE
6234,9898447,CONFIRMED
6235,9899065,FALSE POSITIVE
6236,9899141,FALSE POSITIVE
6237,9899153,FALSE POSITIVE
6238,9899181,FALSE POSITIVE
6239,9899193,FALSE POSITIVE
6240,9899216,FALSE POSITIVE
6241,9899217,FALSE POSITIVE
6242,9899233,FALSE POSITIVE
6243,9899256,FALSE POSITIVE
6244,9899280,FALSE POSITIVE
6245,9899315,FALSE POSITIVE
6247,9899352,FALSE POSITIVE
6248,9899355,FALSE POSITIVE
6249,9899410,FALSE POSITIVE
6250,9899414,FALSE POSITIVE
6251,9899421,FALSE POSITIVE
6252,9899449,FALSE POSITIVE
6253,9899483,FALSE POSITIVE
6254,9899505,FALSE POSITIVE
6255,9899514,FALSE POSITIVE
6256,9899577,FALSE POSITIVE
6257,9899583,FALSE POSITIVE
6258,9899607,FALSE POSITIVE
6259,9899621,FALSE POSITIVE
6260,9899623,FALSE POSITIVE
6261,9899630,FALSE POSITIVE
6262,9902856,FALSE POSITIVE
6263,9904006,CONFIRMED
6264,9904059,FALSE POSITIVE
6265,9906489,FALSE POSITIVE
6267,9906802,FALSE POSITIVE
6268,9906841,FALSE POSITIVE
6269,9907129,CONFIRMED
6270,9907505,FALSE POSITIVE
6271,9908486,FALSE POSITIVE
6272,9909735,CONFIRMED
6275,9910828,FALSE POSITIVE
6276,9910942,FALSE POSITIVE
6277,9911112,FALSE POSITIVE
6278,9911882,FALSE POSITIVE
6279,9912977,FALSE POSITIVE
6280,9913481,FALSE POSITIVE
6281,9913798,FALSE POSITIVE
6284,9933600,FALSE POSITIVE
6285,9934208,FALSE POSITIVE
6286,9934274,FALSE POSITIVE
6290,9936698,FALSE POSITIVE
6292,9940565,FALSE POSITIVE
6293,9941066,CONFIRMED
6295,9941387,FALSE POSITIVE
6296,9941425,FALSE POSITIVE
6297,9941550,FALSE POSITIVE
6298,9941662,CONFIRMED
6299,9941859,CONFIRMED
6302,9943435,FALSE POSITIVE
6304,9944421,FALSE POSITIVE
6305,9945280,FALSE POSITIVE
6306,9945370,CONFIRMED
6307,9946525,CONFIRMED
6310,9948002,FALSE POSITIVE
6311,9950316,FALSE POSITIVE
6312,9950612,CONFIRMED
6314,9953575,FALSE POSITIVE
6315,9953736,FALSE POSITIVE
6316,9954225,FALSE POSITIVE
6318,9955598,CONFIRMED
6319,9956082,CONFIRMED
6320,9957351,FALSE POSITIVE
6321,9957627,CONFIRMED
6322,9957659,FALSE POSITIVE
6323,9957668,FALSE POSITIVE
6324,9958053,FALSE POSITIVE
6326,9958962,CONFIRMED
6328,9959368,FALSE POSITIVE
6330,9959494,FALSE POSITIVE
6331,9959545,FALSE POSITIVE
6332,9959589,FALSE POSITIVE
6333,9959765,FALSE POSITIVE
6334,9962455,CONFIRMED
6336,9962731,FALSE POSITIVE
6337,9963009,FALSE POSITIVE
6338,9963265,CONFIRMED
6339,9963461,FALSE POSITIVE
6340,9963524,CONFIRMED
6341,9963639,FALSE POSITIVE
6342,9964670,FALSE POSITIVE
6343,9964748,FALSE POSITIVE
6344,9964801,CONFIRMED
6345,9965184,FALSE POSITIVE
6346,9965206,FALSE POSITIVE
6347,9965439,CONFIRMED
6348,9965691,FALSE POSITIVE
6349,9965957,CONFIRMED
6350,9966115,FALSE POSITIVE
6353,9967398,FALSE POSITIVE
6354,9967771,CONFIRMED
6355,9967884,FALSE POSITIVE
6358,9970396,FALSE POSITIVE
6359,9970525,FALSE POSITIVE
6360,9971475,FALSE POSITIVE
6361,9973109,CONFIRMED
6362,9973855,FALSE POSITIVE
6363,9974142,FALSE POSITIVE
6364,9991621,FALSE POSITIVE
6365,9992325,CONFIRMED
6366,9993529,FALSE POSITIVE
6369,9995402,CONFIRMED
6371,9996632,FALSE POSITIVE
6373,10000490,FALSE POSITIVE
6375,10001368,CONFIRMED
6377,10002261,FALSE POSITIVE
6378,10002266,FALSE POSITIVE
6379,10002866,CONFIRMED
6381,10004515,FALSE POSITIVE
6382,10004519,CONFIRMED
6383,10004738,CONFIRMED
6384,10004772,FALSE POSITIVE
6385,10005020,FALSE POSITIVE
6386,10005758,CONFIRMED
6387,10005788,CONFIRMED
6388,10006096,FALSE POSITIVE
6389,10006581,CONFIRMED
6390,10006641,FALSE POSITIVE
6391,10007492,FALSE POSITIVE
6393,10010440,CONFIRMED
6394,10010452,FALSE POSITIVE
6396,10014702,FALSE POSITIVE
6397,10014875,FALSE POSITIVE
6398,10015516,FALSE POSITIVE
6399,10015937,CONFIRMED
6401,10018233,CONFIRMED
6402,10018364,FALSE POSITIVE
6403,10019065,CONFIRMED
6404,10019399,FALSE POSITIVE
6405,10019643,CONFIRMED
6406,10019708,CONFIRMED
6407,10019763,FALSE POSITIVE
6409,10020423,FALSE POSITIVE
6410,10022908,CONFIRMED
6411,10023069,FALSE POSITIVE
6412,10023469,FALSE POSITIVE
6413,10024051,CONFIRMED
6414,10024701,CONFIRMED
6415,10026136,FALSE POSITIVE
6416,10026457,FALSE POSITIVE
6417,10026458,FALSE POSITIVE
6418,10026502,CONFIRMED
6420,10027247,CONFIRMED
6421,10027323,CONFIRMED
6424,10028140,CONFIRMED
6426,10028535,CONFIRMED
6427,10028792,CONFIRMED
6428,10030778,FALSE POSITIVE
6429,10031409,FALSE POSITIVE
6430,10031500,FALSE POSITIVE
6431,10031526,FALSE POSITIVE
6432,10031643,FALSE POSITIVE
6433,10031656,FALSE POSITIVE
6434,10031707,FALSE POSITIVE
6435,10031808,FALSE POSITIVE
6436,10031885,FALSE POSITIVE
6437,10031907,FALSE POSITIVE
6438,10031918,FALSE POSITIVE
6439,10033279,FALSE POSITIVE
6440,10034146,FALSE POSITIVE
6442,10055126,CONFIRMED
6443,10057494,CONFIRMED
6444,10059645,CONFIRMED
6445,10063044,FALSE POSITIVE
6446,10063208,CONFIRMED
6447,10063802,CONFIRMED
6448,10064256,CONFIRMED
6452,10068024,FALSE POSITIVE
6453,10068030,FALSE POSITIVE
6454,10068383,FALSE POSITIVE
6455,10068659,CONFIRMED
6456,10068919,FALSE POSITIVE
6457,10070468,CONFIRMED
6460,10074466,CONFIRMED
6461,10074700,FALSE POSITIVE
6462,10075409,FALSE POSITIVE
6463,10079317,FALSE POSITIVE
6465,10079481,FALSE POSITIVE
6466,10080248,CONFIRMED
6467,10081899,FALSE POSITIVE
6469,10083623,FALSE POSITIVE
6471,10089911,CONFIRMED
6472,10090151,FALSE POSITIVE
6473,10090219,FALSE POSITIVE
6474,10090257,FALSE POSITIVE
6476,10091110,FALSE POSITIVE
6477,10091257,FALSE POSITIVE
6478,10092312,FALSE POSITIVE
6479,10093664,FALSE POSITIVE
6480,10094670,CONFIRMED
6481,10095484,FALSE POSITIVE
6482,10095512,FALSE POSITIVE
6483,10096697,FALSE POSITIVE
6484,10098534,FALSE POSITIVE
6486,10098844,CONFIRMED
6488,10118816,CONFIRMED
6489,10118942,FALSE POSITIVE
6491,10122255,CONFIRMED
6492,10122538,CONFIRMED
6493,10123064,CONFIRMED
6494,10125352,FALSE POSITIVE
6496,10129482,FALSE POSITIVE
6497,10130039,CONFIRMED
6498,10130057,FALSE POSITIVE
6499,10130646,FALSE POSITIVE
6500,10132552,FALSE POSITIVE
6501,10132832,CONFIRMED
6502,10132908,FALSE POSITIVE
6503,10134152,CONFIRMED
6504,10136549,CONFIRMED
6505,10139305,FALSE POSITIVE
6506,10139390,FALSE POSITIVE
6507,10139620,FALSE POSITIVE
6510,10140843,FALSE POSITIVE
6511,10141271,FALSE POSITIVE
6513,10141938,FALSE POSITIVE
6515,10147276,FALSE POSITIVE
6516,10148521,FALSE POSITIVE
6518,10152836,FALSE POSITIVE
6520,10153827,FALSE POSITIVE
6521,10153855,CONFIRMED
6522,10154388,CONFIRMED
6524,10155080,FALSE POSITIVE
6526,10155321,FALSE POSITIVE
6527,10155434,CONFIRMED
6528,10156055,FALSE POSITIVE
6529,10156064,FALSE POSITIVE
6530,10156110,FALSE POSITIVE
6531,10157458,CONFIRMED
6532,10157573,FALSE POSITIVE
6534,10158715,FALSE POSITIVE
6535,10158729,CONFIRMED
6536,10158990,FALSE POSITIVE
6538,10161534,FALSE POSITIVE
6539,10163066,FALSE POSITIVE
6541,10164018,FALSE POSITIVE
6542,10166274,CONFIRMED
6544,10186945,FALSE POSITIVE
6545,10187017,CONFIRMED
6546,10187159,CONFIRMED
6547,10187563,FALSE POSITIVE
6548,10189523,FALSE POSITIVE
6549,10189542,FALSE POSITIVE
6551,10189557,FALSE POSITIVE
6553,10190777,CONFIRMED
6554,10191036,FALSE POSITIVE
6555,10191056,FALSE POSITIVE
6556,10191070,FALSE POSITIVE
6558,10196493,FALSE POSITIVE
6559,10198109,FALSE POSITIVE
6562,10199817,FALSE POSITIVE
6565,10201891,FALSE POSITIVE
6566,10202759,FALSE POSITIVE
6567,10203349,CONFIRMED
6568,10205598,FALSE POSITIVE
6569,10206675,FALSE POSITIVE
6570,10208477,FALSE POSITIVE
6571,10208759,FALSE POSITIVE
6572,10208894,FALSE POSITIVE
6573,10212441,CONFIRMED
6574,10213902,CONFIRMED
6575,10214162,CONFIRMED
6576,10214328,FALSE POSITIVE
6578,10214873,FALSE POSITIVE
6579,10215422,FALSE POSITIVE
6580,10215869,FALSE POSITIVE
6581,10216045,FALSE POSITIVE
6582,10219288,FALSE POSITIVE
6583,10219361,FALSE POSITIVE
6584,10220837,CONFIRMED
6585,10220950,FALSE POSITIVE
6588,10222603,FALSE POSITIVE
6589,10223615,FALSE POSITIVE
6590,10223616,FALSE POSITIVE
6591,10225800,FALSE POSITIVE
6592,10226343,FALSE POSITIVE
6593,10226420,FALSE POSITIVE
6594,10227020,CONFIRMED
6595,10227501,FALSE POSITIVE
6596,10227863,FALSE POSITIVE
6597,10227881,FALSE POSITIVE
6598,10228942,FALSE POSITIVE
6599,10230571,FALSE POSITIVE
6600,10232123,FALSE POSITIVE
6601,10232693,FALSE POSITIVE
6602,10252275,CONFIRMED
6603,10253547,CONFIRMED
6604,10253638,FALSE POSITIVE
6607,10257903,FALSE POSITIVE
6608,10258558,FALSE POSITIVE
6609,10259029,FALSE POSITIVE
6610,10259031,FALSE POSITIVE
6611,10259301,FALSE POSITIVE
6612,10263598,FALSE POSITIVE
6613,10264202,FALSE POSITIVE
6615,10264660,CONFIRMED
6617,10265898,CONFIRMED
6618,10266615,CONFIRMED
6619,10266852,FALSE POSITIVE
6620,10266860,FALSE POSITIVE
6621,10267121,FALSE POSITIVE
6622,10268714,FALSE POSITIVE
6623,10268809,FALSE POSITIVE
6624,10268903,FALSE POSITIVE
6625,10268907,FALSE POSITIVE
6626,10271691,FALSE POSITIVE
6627,10271806,CONFIRMED
6628,10272389,FALSE POSITIVE
6629,10272442,CONFIRMED
6630,10272640,CONFIRMED
6632,10273903,FALSE POSITIVE
6633,10274244,FALSE POSITIVE
6634,10275074,FALSE POSITIVE
6635,10275077,FALSE POSITIVE
6636,10275766,FALSE POSITIVE
6637,10275805,FALSE POSITIVE
6638,10275880,FALSE POSITIVE
6639,10275887,FALSE POSITIVE
6641,10281311,FALSE POSITIVE
6642,10284575,FALSE POSITIVE
6643,10285631,CONFIRMED
6645,10287248,FALSE POSITIVE
6647,10288922,FALSE POSITIVE
6648,10289119,CONFIRMED
6650,10290447,FALSE POSITIVE
6651,10290666,CONFIRMED
6653,10292000,FALSE POSITIVE
6654,10292238,FALSE POSITIVE
6655,10292465,FALSE POSITIVE
6656,10292540,FALSE POSITIVE
6657,10294465,FALSE POSITIVE
6658,10294509,FALSE POSITIVE
6659,10294608,FALSE POSITIVE
6660,10294613,FALSE POSITIVE
6662,10296163,FALSE POSITIVE
6663,10318874,CONFIRMED
6664,10319341,FALSE POSITIVE
6667,10320341,FALSE POSITIVE
6668,10321927,FALSE POSITIVE
6670,10322797,FALSE POSITIVE
6671,10328393,CONFIRMED
6672,10328458,CONFIRMED
6673,10329196,CONFIRMED
6674,10329469,CONFIRMED
6675,10329835,CONFIRMED
6676,10330115,CONFIRMED
6677,10330495,FALSE POSITIVE
6679,10332213,CONFIRMED
6680,10332789,FALSE POSITIVE
6681,10332883,CONFIRMED
6682,10336927,FALSE POSITIVE
6684,10337258,CONFIRMED
6685,10337517,CONFIRMED
6686,10338279,FALSE POSITIVE
6687,10338529,FALSE POSITIVE
6688,10338624,FALSE POSITIVE
6690,10340212,FALSE POSITIVE
6691,10340228,FALSE POSITIVE
6692,10340423,CONFIRMED
6693,10341777,FALSE POSITIVE
6694,10341781,FALSE POSITIVE
6695,10341787,FALSE POSITIVE
6696,10341831,FALSE POSITIVE
6697,10341876,FALSE POSITIVE
6698,10341878,FALSE POSITIVE
6699,10341905,FALSE POSITIVE
6700,10341913,FALSE POSITIVE
6701,10341917,FALSE POSITIVE
6702,10342041,FALSE POSITIVE
6703,10342065,FALSE POSITIVE
6704,10342097,FALSE POSITIVE
6705,10342248,FALSE POSITIVE
6706,10342316,FALSE POSITIVE
6707,10345478,FALSE POSITIVE
6708,10345862,FALSE POSITIVE
6709,10346522,FALSE POSITIVE
6710,10350571,CONFIRMED
6711,10351231,CONFIRMED
6712,10351767,FALSE POSITIVE
6715,10352603,FALSE POSITIVE
6716,10352938,FALSE POSITIVE
6717,10352945,FALSE POSITIVE
6718,10353968,CONFIRMED
6719,10354039,CONFIRMED
6720,10356124,FALSE POSITIVE
6721,10356840,FALSE POSITIVE
6722,10357040,FALSE POSITIVE
6723,10357831,FALSE POSITIVE
6724,10358759,CONFIRMED
6725,10360722,CONFIRMED
6726,10362031,FALSE POSITIVE
6727,10363115,CONFIRMED
6728,10363233,FALSE POSITIVE
6729,10363281,FALSE POSITIVE
6730,10363300,FALSE POSITIVE
6731,10383687,FALSE POSITIVE
6732,10383696,FALSE POSITIVE
6733,10383729,FALSE POSITIVE
6735,10384798,CONFIRMED
6736,10384962,FALSE POSITIVE
6737,10385682,FALSE POSITIVE
6738,10385708,FALSE POSITIVE
6739,10386922,CONFIRMED
6740,10386984,CONFIRMED
6743,10388286,CONFIRMED
6745,10389280,FALSE POSITIVE
6747,10395381,CONFIRMED
6750,10397315,FALSE POSITIVE
6751,10397751,CONFIRMED
6752,10399137,FALSE POSITIVE
6753,10399321,FALSE POSITIVE
6755,10404545,FALSE POSITIVE
6756,10404582,CONFIRMED
6757,10405224,FALSE POSITIVE
6758,10405482,FALSE POSITIVE
6759,10405546,FALSE POSITIVE
6760,10407020,FALSE POSITIVE
6761,10407047,FALSE POSITIVE
6762,10407054,FALSE POSITIVE
6763,10407086,FALSE POSITIVE
6765,10407210,FALSE POSITIVE
6766,10407221,FALSE POSITIVE
6767,10407271,FALSE POSITIVE
6768,10407430,FALSE POSITIVE
6769,10407464,FALSE POSITIVE
6770,10407482,CONFIRMED
6772,10415227,FALSE POSITIVE
6773,10416390,FALSE POSITIVE
6774,10417704,FALSE POSITIVE
6775,10418224,CONFIRMED
6776,10418797,FALSE POSITIVE
6777,10419108,FALSE POSITIVE
6778,10419211,FALSE POSITIVE
6779,10419312,FALSE POSITIVE
6780,10419797,FALSE POSITIVE
6781,10420279,FALSE POSITIVE
6782,10420301,FALSE POSITIVE
6783,10422852,FALSE POSITIVE
6784,10425070,FALSE POSITIVE
6785,10426656,CONFIRMED
6786,10427700,FALSE POSITIVE
6790,10453588,CONFIRMED
6791,10454313,CONFIRMED
6792,10454401,FALSE POSITIVE
6793,10454632,CONFIRMED
6795,10459805,FALSE POSITIVE
6797,10460984,CONFIRMED
6798,10461045,FALSE POSITIVE
6799,10462462,FALSE POSITIVE
6800,10462826,FALSE POSITIVE
6801,10464050,CONFIRMED
6802,10464078,FALSE POSITIVE
6804,10464666,FALSE POSITIVE
6806,10467815,FALSE POSITIVE
6807,10468514,FALSE POSITIVE
6808,10468885,CONFIRMED
6809,10468940,CONFIRMED
6810,10470206,FALSE POSITIVE
6811,10470616,FALSE POSITIVE
6813,10470882,FALSE POSITIVE
6814,10470993,FALSE POSITIVE
6815,10471005,FALSE POSITIVE
6816,10471055,FALSE POSITIVE
6817,10471090,FALSE POSITIVE
6818,10471113,FALSE POSITIVE
6819,10471167,FALSE POSITIVE
6820,10471174,FALSE POSITIVE
6821,10471204,FALSE POSITIVE
6822,10471243,FALSE POSITIVE
6823,10471296,FALSE POSITIVE
6824,10471345,FALSE POSITIVE
6825,10471515,CONFIRMED
6827,10473272,FALSE POSITIVE
6828,10480915,CONFIRMED
6829,10480921,FALSE POSITIVE
6830,10480952,FALSE POSITIVE
6831,10480982,FALSE POSITIVE
6832,10481045,FALSE POSITIVE
6833,10481054,FALSE POSITIVE
6834,10482160,CONFIRMED
6835,10483644,FALSE POSITIVE
6836,10484409,FALSE POSITIVE
6837,10485069,FALSE POSITIVE
6838,10485179,FALSE POSITIVE
6839,10485250,FALSE POSITIVE
6840,10486425,FALSE POSITIVE
6841,10487119,FALSE POSITIVE
6843,10488450,FALSE POSITIVE
6844,10489206,CONFIRMED
6845,10489345,CONFIRMED
6846,10489521,FALSE POSITIVE
6847,10489525,FALSE POSITIVE
6848,10489539,FALSE POSITIVE
6849,10490960,FALSE POSITIVE
6850,10491031,FALSE POSITIVE
6851,10491044,FALSE POSITIVE
6852,10491062,FALSE POSITIVE
6853,10491525,FALSE POSITIVE
6854,10491544,FALSE POSITIVE
6855,10491554,FALSE POSITIVE
6856,10493253,FALSE POSITIVE
6857,10513530,CONFIRMED
6858,10514429,FALSE POSITIVE
6859,10514430,FALSE POSITIVE
6860,10514770,FALSE POSITIVE
6862,10518399,FALSE POSITIVE
6864,10518725,FALSE POSITIVE
6865,10518735,FALSE POSITIVE
6866,10519701,FALSE POSITIVE
6868,10525027,CONFIRMED
6869,10525049,CONFIRMED
6871,10526549,CONFIRMED
6872,10526887,CONFIRMED
6873,10527135,FALSE POSITIVE
6874,10528068,CONFIRMED
6875,10531955,CONFIRMED
6876,10532751,FALSE POSITIVE
6879,10535807,FALSE POSITIVE
6880,10535858,FALSE POSITIVE
6881,10535886,FALSE POSITIVE
6882,10535897,FALSE POSITIVE
6883,10535926,FALSE POSITIVE
6884,10535991,FALSE POSITIVE
6885,10536177,FALSE POSITIVE
6887,10538176,CONFIRMED
6888,10544677,FALSE POSITIVE
6889,10545066,CONFIRMED
6891,10547378,FALSE POSITIVE
6892,10547685,FALSE POSITIVE
6893,10548411,FALSE POSITIVE
6894,10549023,CONFIRMED
6895,10549562,FALSE POSITIVE
6896,10549576,FALSE POSITIVE
6898,10549924,FALSE POSITIVE
6899,10551346,FALSE POSITIVE
6902,10552611,CONFIRMED
6903,10552700,FALSE POSITIVE
6905,10554967,FALSE POSITIVE
6906,10554999,CONFIRMED
6907,10555365,FALSE POSITIVE
6908,10555375,FALSE POSITIVE
6909,10556180,FALSE POSITIVE
6910,10556578,FALSE POSITIVE
6911,10556891,FALSE POSITIVE
6912,10577994,CONFIRMED
6913,10579570,FALSE POSITIVE
6915,10581918,FALSE POSITIVE
6916,10583066,CONFIRMED
6917,10583180,FALSE POSITIVE
6918,10583181,FALSE POSITIVE
6919,10583225,FALSE POSITIVE
6920,10583761,CONFIRMED
6922,10585738,CONFIRMED
6924,10585852,CONFIRMED
6925,10585887,FALSE POSITIVE
6926,10586004,CONFIRMED
6927,10586208,CONFIRMED
6930,10587105,CONFIRMED
6931,10591578,FALSE POSITIVE
6932,10591855,CONFIRMED
6933,10592163,FALSE POSITIVE
6934,10593535,CONFIRMED
6935,10593626,CONFIRMED
6936,10593759,FALSE POSITIVE
6937,10597164,FALSE POSITIVE
6939,10599206,CONFIRMED
6940,10599397,FALSE POSITIVE
6941,10600261,CONFIRMED
6942,10600955,CONFIRMED
6944,10601284,CONFIRMED
6945,10601465,FALSE POSITIVE
6946,10601538,FALSE POSITIVE
6947,10601549,FALSE POSITIVE
6948,10601579,FALSE POSITIVE
6950,10604335,CONFIRMED
6952,10604592,CONFIRMED
6954,10611420,FALSE POSITIVE
6955,10613718,FALSE POSITIVE
6956,10614012,FALSE POSITIVE
6957,10614158,FALSE POSITIVE
6958,10614845,FALSE POSITIVE
6959,10615440,CONFIRMED
6960,10616317,FALSE POSITIVE
6961,10616415,FALSE POSITIVE
6962,10616571,FALSE POSITIVE
6963,10616656,FALSE POSITIVE
6964,10616679,CONFIRMED
6965,10616829,FALSE POSITIVE
6966,10617017,CONFIRMED
6967,10617638,FALSE POSITIVE
6969,10619109,FALSE POSITIVE
6970,10619142,FALSE POSITIVE
6971,10619192,CONFIRMED
6972,10620329,FALSE POSITIVE
6973,10621666,FALSE POSITIVE
6974,10646620,FALSE POSITIVE
6976,10649230,FALSE POSITIVE
6977,10651816,FALSE POSITIVE
6978,10651945,FALSE POSITIVE
6979,10653179,CONFIRMED
6981,10656823,CONFIRMED
6983,10657406,CONFIRMED
6984,10657664,FALSE POSITIVE
6986,10659313,FALSE POSITIVE
6988,10661679,FALSE POSITIVE
6989,10661718,FALSE POSITIVE
6990,10661771,FALSE POSITIVE
6991,10661778,FALSE POSITIVE
6992,10661913,FALSE POSITIVE
6993,10661917,FALSE POSITIVE
6994,10661976,FALSE POSITIVE
6995,10662021,FALSE POSITIVE
6996,10662202,CONFIRMED
6997,10663396,CONFIRMED
6998,10663411,FALSE POSITIVE
7001,10664150,FALSE POSITIVE
7002,10664416,FALSE POSITIVE
7003,10665043,FALSE POSITIVE
7006,10666230,FALSE POSITIVE
7007,10666242,FALSE POSITIVE
7008,10666592,CONFIRMED
7009,10668665,FALSE POSITIVE
7010,10669994,CONFIRMED
7012,10670119,CONFIRMED
7014,10676014,CONFIRMED
7016,10676824,CONFIRMED
7017,10676923,FALSE POSITIVE
7018,10676927,FALSE POSITIVE
7019,10677186,FALSE POSITIVE
7020,10677763,FALSE POSITIVE
7022,10679583,FALSE POSITIVE
7024,10682541,CONFIRMED
7025,10684670,CONFIRMED
7026,10685175,FALSE POSITIVE
7028,10686814,FALSE POSITIVE
7029,10686864,CONFIRMED
7030,10686876,FALSE POSITIVE
7031,10686909,FALSE POSITIVE
7032,10686930,FALSE POSITIVE
7033,10709622,CONFIRMED
7034,10710755,FALSE POSITIVE
7035,10711551,FALSE POSITIVE
7036,10711913,FALSE POSITIVE
7037,10713616,CONFIRMED
7038,10714072,CONFIRMED
7039,10717220,CONFIRMED
7040,10717241,CONFIRMED
7041,10718726,CONFIRMED
7042,10722485,CONFIRMED
7043,10723367,CONFIRMED
7044,10723750,CONFIRMED
7045,10724369,CONFIRMED
7046,10724569,FALSE POSITIVE
7047,10727668,FALSE POSITIVE
7048,10728219,FALSE POSITIVE
7049,10729472,FALSE POSITIVE
7050,10730034,CONFIRMED
7051,10730070,CONFIRMED
7052,10730250,FALSE POSITIVE
7053,10730703,CONFIRMED
7054,10732401,FALSE POSITIVE
7055,10733174,FALSE POSITIVE
7056,10734441,FALSE POSITIVE
7057,10735331,FALSE POSITIVE
7058,10735519,FALSE POSITIVE
7059,10735564,FALSE POSITIVE
7060,10735575,FALSE POSITIVE
7061,10735988,FALSE POSITIVE
7062,10736179,FALSE POSITIVE
7063,10736223,FALSE POSITIVE
7064,10736489,CONFIRMED
7066,10743597,FALSE POSITIVE
7067,10743600,FALSE POSITIVE
7068,10744335,CONFIRMED
7071,10747439,FALSE POSITIVE
7072,10747445,FALSE POSITIVE
7074,10748390,CONFIRMED
7075,10748393,FALSE POSITIVE
7076,10748621,FALSE POSITIVE
7079,10751515,FALSE POSITIVE
7081,10753394,FALSE POSITIVE
7082,10753734,FALSE POSITIVE
7083,10753922,FALSE POSITIVE
7084,10777591,CONFIRMED
7085,10779233,CONFIRMED
7086,10785538,FALSE POSITIVE
7087,10788461,CONFIRMED
7088,10790387,CONFIRMED
7090,10793172,CONFIRMED
7092,10794087,CONFIRMED
7093,10794242,FALSE POSITIVE
7094,10794405,FALSE POSITIVE
7095,10794509,FALSE POSITIVE
7097,10795103,CONFIRMED
7098,10797460,CONFIRMED
7100,10798605,FALSE POSITIVE
7101,10798838,FALSE POSITIVE
7102,10799291,FALSE POSITIVE
7103,10799735,FALSE POSITIVE
7104,10801100,FALSE POSITIVE
7105,10801249,FALSE POSITIVE
7106,10801951,FALSE POSITIVE
7108,10809677,FALSE POSITIVE
7110,10810838,CONFIRMED
